ibge;anomes;cadunico_tot_fam;cadunico_tot_pes;cadunico_tot_fam_rpc_ate_meio_sm;cadunico_tot_pes_rpc_ate_meio_sm;cadunico_tot_fam_pob;cadunico_tot_pes_pob;cadunico_tot_fam_ext_pob;cadunico_tot_pes_ext_pob;cadunico_tot_fam_pob_e_ext_pob;cadunico_tot_pes_pob_e_ext_pob
316500;201806;1232;4090;795;2931;145;570;118;405;263;975
316510;201806;648;2351;580;2206;139;576;233;897;372;1473
316520;201806;1015;2885;808;2516;128;478;335;973;463;1451
316530;201806;986;2882;750;2430;120;507;314;882;434;1389
316540;201806;730;2209;633;2036;111;426;222;646;333;1072
316550;201806;1289;4058;1151;3786;113;433;802;2584;915;3017
316553;201806;3166;9970;2167;7520;546;2035;406;1271;952;3306
316555;201806;2660;8805;2392;8429;144;575;1828;6574;1972;7149
316556;201806;644;1586;454;1276;31;93;244;612;275;705
316557;201806;905;3092;799;2894;323;1235;232;802;555;2037
316560;201806;273;856;206;759;53;232;51;171;104;403
316570;201806;1132;3559;1010;3315;293;978;338;1107;631;2085
316580;201806;377;947;238;684;53;169;88;226;141;395
316590;201806;1387;3720;983;2971;179;578;512;1440;691;2018
316600;201806;1011;3201;879;2929;145;521;461;1526;606;2047
316610;201806;592;1987;498;1815;69;337;298;1024;367;1361
316620;201806;2085;6023;1790;5579;111;411;1285;4016;1396;4427
316630;201806;1512;4680;1209;4075;353;1174;443;1656;796;2830
316640;201806;152;426;122;374;25;84;55;137;80;221
316650;201806;985;3282;807;3006;65;268;515;1973;580;2241
316660;201806;193;491;85;261;10;42;13;33;23;75
316670;201806;1948;5187;1478;4384;424;1338;429;1200;853;2538
316680;201806;2069;5433;1613;4700;138;468;1142;3213;1280;3681
316690;201806;1090;3433;912;3094;221;850;356;1167;577;2017
316695;201806;1000;3018;864;2777;52;216;581;1818;633;2034
316700;201806;388;997;327;926;18;79;237;624;255;703
316710;201806;2717;9600;2162;8386;623;2469;687;2757;1310;5226
316720;201806;19222;56792;14724;47644;3042;10530;5395;16671;8437;27201
316730;201806;356;1054;300;932;63;219;128;355;191;574
316740;201806;678;2091;611;1993;65;283;427;1373;492;1656
316750;201806;413;1299;313;1091;66;251;110;368;176;619
316760;201806;3675;11754;2976;10444;1300;4878;827;2840;2127;7718
316770;201806;1486;3762;1207;3373;31;112;1033;2918;1064;3030
316780;201806;606;1899;478;1651;141;551;63;177;204;728
316790;201806;723;2007;529;1647;121;403;175;529;296;932
316800;201806;5557;16691;4557;14822;451;1725;2633;8248;3084;9973
316805;201806;962;2199;830;2049;23;34;737;1901;760;1935
316810;201806;561;1614;406;1322;93;338;169;532;262;870
316820;201806;330;823;170;532;26;93;36;116;62;209
316830;201806;655;1972;549;1789;98;373;324;1005;422;1378
316840;201806;2638;7649;2253;6920;405;1427;1134;3292;1539;4719
316850;201806;2067;5609;1524;4634;202;698;734;2174;936;2872
316860;201806;17558;50031;13869;44122;2672;9619;5839;17972;8511;27591
316870;201806;6649;19835;5084;16534;1098;3871;1609;4953;2707;8824
316880;201806;854;2390;721;2183;148;525;309;893;457;1418
316890;201806;1214;2847;793;2274;168;580;417;1056;585;1636
316900;201806;2339;6649;1855;5634;412;1392;608;1659;1020;3051
316905;201806;476;1489;387;1298;89;319;161;539;250;858
316910;201806;876;2533;593;2000;152;594;56;172;208;766
316920;201806;1651;4367;1119;3507;197;674;486;1529;683;2203
316930;201806;7920;25041;5910;20941;1068;4115;1234;4164;2302;8279
316935;201806;4060;11699;2863;9366;660;2270;807;2596;1467;4866
316940;201806;6764;20977;5189;17446;975;3650;1614;4960;2589;8610
316950;201806;1763;4463;1385;3921;64;223;1083;2996;1147;3219
316960;201806;4892;11789;3657;10043;531;1599;2247;6089;2778;7688
316970;201806;3244;9884;2893;9188;723;2371;996;3007;1719;5378
316980;201806;792;2390;551;1905;157;585;64;218;221;803
316990;201806;10238;30060;7669;24491;2045;6935;798;2334;2843;9269
317000;201806;2668;8431;2466;8140;189;640;1791;6171;1980;6811
317005;201806;2523;7390;2083;6606;371;1213;1058;3313;1429;4526
317010;201806;23658;57384;14244;42823;3452;11376;3241;10293;6693;21669
317020;201806;60818;154819;35270;106391;6711;22005;8298;22724;15009;44729
317030;201806;681;1927;544;1724;35;146;380;1173;415;1319
317040;201806;10494;28062;7591;22947;1871;5928;2750;8367;4621;14295
317043;201806;783;1944;623;1721;116;344;372;1023;488;1367
317047;201806;1168;2884;808;2310;107;277;466;1354;573;1631
317050;201806;1325;4235;946;3337;134;499;331;1057;465;1556
317052;201806;2344;7009;1945;6324;244;857;1260;4033;1504;4890
317057;201806;1663;4267;1183;3430;57;215;771;2177;828;2392
317060;201806;416;1140;234;747;39;134;81;233;120;367
317065;201806;1261;3673;1036;3257;53;234;737;2185;790;2419
317070;201806;8394;24370;5573;18408;1164;4312;1028;3165;2192;7477
317075;201806;963;2864;681;2251;134;448;132;410;266;858
317080;201806;5941;15057;4652;12873;1517;4384;1192;3045;2709;7429
317090;201806;4515;14204;4122;13572;380;1286;2975;9790;3355;11076
317100;201806;2680;6707;1827;5333;585;1806;530;1494;1115;3300
317103;201806;1848;6023;1621;5604;195;890;967;3122;1162;4012
317107;201806;1325;3806;1087;3326;59;241;669;1851;728;2092
317110;201806;654;1457;332;999;47;177;119;352;166;529
317115;201806;1126;3339;937;2961;74;231;656;2075;730;2306
317120;201806;11946;35345;9354;30647;1480;5395;4589;14444;6069;19839
317130;201806;8693;22075;5874;17399;1241;4010;1860;5428;3101;9438
317140;201806;583;1769;498;1616;56;179;300;982;356;1161
317150;201806;1019;2591;815;2332;40;146;646;1805;686;1951
317160;201806;3643;9098;2542;7446;268;811;1513;4453;1781;5264
317170;201806;1990;5186;1408;4134;225;760;495;1253;720;2013
317180;201806;1652;5453;1288;4597;301;1160;312;1023;613;2183
317190;201806;1314;3665;983;3135;77;257;632;1988;709;2245
317200;201806;4783;13358;3604;11179;874;2962;815;2318;1689;5280
317210;201806;1076;2865;854;2543;53;213;612;1835;665;2048
317220;201806;268;887;239;819;61;226;92;303;153;529
320010;201806;4625;13933;3810;12322;434;1553;2320;7285;2754;8838
320013;201806;1691;5119;1221;4033;198;635;527;1800;725;2435
320016;201806;3095;8201;2504;7339;142;407;1979;5789;2121;6196
320020;201806;3884;11153;3015;9523;758;2548;949;3070;1707;5618
320030;201806;1441;4399;1009;3449;257;947;287;914;544;1861
320035;201806;1688;4848;1431;4424;423;1431;603;1805;1026;3236
320040;201806;3352;10293;2751;9144;470;1692;1291;4235;1761;5927
320050;201806;1730;4253;1513;3903;302;852;811;2021;1113;2873
320060;201806;10230;30446;7572;24947;1415;5088;2566;8099;3981;13187
320070;201806;1423;4288;1056;3511;208;722;313;1015;521;1737
320080;201806;5432;14922;4004;12091;798;2517;1504;4513;2302;7030
320090;201806;6842;19389;5146;15926;1248;4060;2018;6022;3266;10082
320100;201806;2549;7656;1984;6541;513;1801;759;2425;1272;4226
320110;201806;1310;3581;1032;3066;229;706;358;1067;587;1773
320115;201806;1806;6074;1571;5646;747;2791;428;1588;1175;4379
320120;201806;15399;42655;11145;34789;2200;7513;3623;10793;5823;18306
320130;201806;36116;108041;30873;98364;5063;17720;16340;50455;21403;68175
320140;201806;3032;9128;2207;7349;475;1797;674;2180;1149;3977
320150;201806;13674;37830;9805;30086;2778;8974;1668;5022;4446;13996
320160;201806;5316;15928;4144;13557;791;2802;1817;5852;2608;8654
320170;201806;1600;4824;1183;3939;298;993;433;1431;731;2424
320180;201806;701;2318;571;2053;202;771;123;438;325;1209
320190;201806;3030;10054;2290;8331;566;2145;453;1617;1019;3762
320200;201806;1025;2998;764;2520;215;798;209;695;424;1493
320210;201806;4613;12325;3626;10547;598;1913;1824;5061;2422;6974
320220;201806;2674;7573;2064;6502;370;1234;1061;3324;1431;4558
320225;201806;1295;4228;930;3303;333;1256;132;459;465;1715
320230;201806;4413;13140;3430;11402;894;3238;1300;4280;2194;7518
320240;201806;13530;37193;10514;32127;2208;7209;4361;13312;6569;20521
320245;201806;2949;9389;2507;8437;993;3459;580;1928;1573;5387
320250;201806;1973;5828;1340;4312;312;1125;287;829;599;1954
320255;201806;1698;5648;1497;5288;557;2009;592;2205;1149;4214
320260;201806;1015;3045;729;2363;207;740;186;504;393;1244
320265;201806;2394;7554;2016;6807;884;3127;495;1652;1379;4779
320270;201806;2299;6777;1755;5664;349;1189;806;2628;1155;3817
320280;201806;5659;16575;4685;14745;1239;4158;1466;4499;2705;8657
320290;201806;1320;4116;900;3080;273;1037;175;544;448;1581
320300;201806;3771;12160;3093;10628;979;3583;619;2060;1598;5643
320305;201806;4647;13973;3720;12009;851;2905;1512;4710;2363;7615
320310;201806;1815;5284;1338;4268;292;961;527;1649;819;2610
320313;201806;2119;5722;1403;4252;321;1081;279;789;600;1870
320316;201806;1505;4411;1187;3771;254;866;571;1799;825;2665
320320;201806;20207;55983;14484;45847;3635;12144;4953;15547;8588;27691
320330;201806;2870;8271;2304;7232;649;2013;931;3075;1580;5088
320332;201806;5395;16322;4496;14675;1056;3672;2207;7080;3263;10752
320334;201806;2037;6162;1390;4736;297;1164;289;855;586;2019
320335;201806;1841;5448;1160;3827;304;1088;215;637;519;1725
320340;201806;4949;13129;4167;11897;717;2144;2172;6322;2889;8466
320350;201806;5027;13027;3532;10254;575;1778;1582;4414;2157;6192
320360;201806;1548;4070;1125;3244;170;472;518;1451;688;1923
320370;201806;2519;8207;1974;6938;570;2051;639;2215;1209;4266
320380;201806;2205;6288;1856;5682;353;1177;973;2875;1326;4052
320390;201806;7248;20586;5481;16881;1231;4023;2037;6042;3268;10065
320400;201806;3338;9929;2746;8701;704;2367;1088;3383;1792;5750
320405;201806;4490;12447;3520;10780;525;1704;1865;5656;2390;7360
320410;201806;4932;13461;3708;11519;617;1975;1804;5815;2421;7790
320420;201806;2690;7677;2104;6631;585;2021;501;1552;1086;3573
320425;201806;2014;4988;1536;4186;129;397;977;2567;1106;2964
320430;201806;2646;7015;2087;5877;336;1030;1187;3136;1523;4166
320435;201806;2327;7491;1840;6486;669;2469;508;1831;1177;4300
320440;201806;1148;3429;882;2875;157;569;383;1218;540;1787
320450;201806;1651;4991;1308;4320;313;1130;570;1789;883;2919
320455;201806;3726;11850;2641;9248;759;2793;679;2341;1438;5134
320460;201806;2271;7077;1606;5534;364;1297;349;1134;713;2431
320465;201806;1280;3798;977;3157;119;428;535;1721;654;2149
320470;201806;3948;11281;2673;8549;697;2368;540;1620;1237;3988
320480;201806;1694;5054;1439;4528;263;916;692;2116;955;3032
320490;201806;16621;46939;13079;40695;2506;8648;5312;16523;7818;25171
320495;201806;1405;4015;934;3022;210;729;284;904;494;1633
320500;201806;45381;128400;37849;115107;6801;22204;19764;58113;26565;80317
320501;201806;4660;13889;3393;11613;931;3592;927;3053;1858;6645
320503;201806;2097;6681;1582;5559;484;1888;464;1498;948;3386
320506;201806;3260;9839;2226;7434;590;2122;133;400;723;2522
320510;201806;9232;26525;7571;23518;1242;4250;4056;12230;5298;16480
320515;201806;1820;5073;1413;4218;408;1274;359;1075;767;2349
320517;201806;2037;6458;1644;5609;575;2107;368;1225;943;3332
320520;201806;32699;92012;25200;78996;5074;17375;9697;29862;14771;47237
320530;201806;28779;80872;22631;69617;3006;10775;12726;36784;15732;47559
330010;201806;19705;57210;16713;51916;3310;10688;8810;27251;12120;37939
330015;201806;1379;3700;1148;3288;189;612;571;1553;760;2165
330020;201806;19158;51126;16865;47679;2511;8040;11342;31090;13853;39130
330022;201806;1862;5240;1489;4618;258;877;880;2670;1138;3547
330023;201806;3310;9103;2553;7957;589;1959;995;3032;1584;4991
330025;201806;4677;12274;3302;9775;1012;3272;1011;2914;2023;6186
330030;201806;9060;27166;7370;24018;1067;3922;4019;12436;5086;16358
330040;201806;11583;32975;10028;30189;1466;4849;6190;17907;7656;22756
330045;201806;80116;200794;67775;184066;7401;19723;49879;134298;57280;154021
330050;201806;2355;6596;1835;5705;416;1381;791;2311;1207;3692
330060;201806;5243;14492;4375;13081;970;3173;1848;5224;2818;8397
330070;201806;19904;55416;16893;50682;3304;10498;8575;25622;11879;36120
330080;201806;8731;24009;7709;22440;895;2716;5063;14665;5958;17381
330090;201806;2464;6184;2045;5581;237;688;1278;3374;1515;4062
330093;201806;2099;5784;1625;5006;197;625;1039;3243;1236;3868
330095;201806;1030;3260;857;2900;108;414;420;1317;528;1731
330100;201806;62070;176319;53408;163031;4853;17160;36705;110196;41558;127356
330110;201806;2101;6417;1854;5987;348;1242;820;2553;1168;3795
330115;201806;1804;4894;1468;4386;261;872;855;2490;1116;3362
330120;201806;2990;7357;2400;6576;219;672;1758;4714;1977;5386
330130;201806;3519;10418;2983;9573;558;1936;1650;5280;2208;7216
330140;201806;3284;9325;2780;8555;478;1705;1620;4804;2098;6509
330150;201806;2042;5816;1630;5117;339;1140;653;2002;992;3142
330160;201806;1145;3355;958;3062;223;778;463;1419;686;2197
330170;201806;93508;258858;80803;240275;13375;40759;48414;143967;61789;184726
330180;201806;2088;5633;1687;4968;115;434;1144;3239;1259;3673
330185;201806;9096;25396;7592;22757;951;3221;5007;14482;5958;17703
330187;201806;3590;9867;3001;8938;480;1563;1804;5270;2284;6833
330190;201806;28571;74395;25261;69703;2649;7623;19119;52370;21768;59993
330200;201806;13548;38490;11563;35719;2655;7963;6487;20654;9142;28617
330205;201806;1925;5124;1606;4603;111;370;1098;3038;1209;3408
330210;201806;3185;8556;2363;6988;511;1608;833;2315;1344;3923
330220;201806;9849;27720;7757;23664;1784;5830;2145;6010;3929;11840
330225;201806;3602;10263;2932;9146;264;1047;1951;5835;2215;6882
330227;201806;16248;43052;14195;40241;1341;4117;10834;30397;12175;34514
330230;201806;1244;3426;1043;3103;89;285;680;1980;769;2265
330240;201806;18548;52193;15282;46795;3320;10995;7275;21581;10595;32576
330245;201806;1310;3656;910;2927;216;730;238;757;454;1487
330250;201806;34091;94439;29495;87207;7217;21648;13598;41079;20815;62727
330260;201806;4400;12363;3522;10925;575;1946;1812;5333;2387;7279
330270;201806;24308;51389;14824;37741;2779;7701;5991;15013;8770;22714
330280;201806;2238;6238;1775;5392;247;834;942;2728;1189;3562
330285;201806;19765;51162;16311;46181;2026;6411;10738;29479;12764;35890
330290;201806;3231;8956;2709;8086;409;1303;1494;4323;1903;5626
330300;201806;3395;10243;2914;9365;415;1520;1758;5456;2173;6976
330310;201806;2258;6095;1779;5269;141;402;1126;3346;1267;3748
330320;201806;13209;35517;11611;33264;1675;4897;8161;23427;9836;28324
330330;201806;29344;73560;24424;66318;3156;9509;16232;42720;19388;52229
330340;201806;13233;36536;10327;31483;2096;6972;4312;12486;6408;19458
330350;201806;94857;249739;81192;231185;8406;25623;58566;165505;66972;191128
330360;201806;7191;18604;6229;17467;376;1082;5124;14338;5500;15420
330370;201806;3568;11998;3090;10994;843;3127;1156;4089;1999;7216
330380;201806;4956;14749;3921;12832;883;3139;1474;4628;2357;7767
330385;201806;3866;12311;3334;11432;910;3392;1342;4612;2252;8004
330390;201806;22442;67868;18196;59512;3683;13044;8209;25810;11892;38854
330395;201806;3083;8400;2663;7800;215;722;1772;5118;1987;5840
330400;201806;2815;8101;2494;7516;208;781;1727;4862;1935;5643
330410;201806;2747;7952;2069;6707;409;1456;880;2682;1289;4138
330411;201806;2377;6917;1996;6172;194;726;1368;4025;1562;4751
330412;201806;1413;4442;1169;3965;193;714;595;1884;788;2598
330414;201806;23307;61574;19248;55880;2619;7471;12479;36271;15098;43742
330415;201806;3543;10179;2770;8837;479;1495;1342;4441;1821;5936
330420;201806;9284;24495;6152;19127;1039;3425;2085;6160;3124;9585
330430;201806;7681;21020;6727;19427;782;2626;4449;12354;5231;14980
330440;201806;1612;4976;1377;4580;347;1303;595;1846;942;3149
330450;201806;1308;4078;1081;3649;186;678;518;1685;704;2363
330452;201806;14542;39816;11379;34403;2275;7407;5647;16606;7922;24013
330455;201806;533111;1352044;411995;1164221;71353;214174;230278;638211;301631;852385
330460;201806;1210;3591;950;3170;196;692;441;1428;637;2120
330470;201806;4282;11694;3344;10182;878;2824;1326;3964;2204;6788
330475;201806;8338;23387;6878;21287;1680;5710;3436;10371;5116;16081
330480;201806;5818;16193;5015;14956;665;2209;3129;9014;3794;11223
330490;201806;114129;279379;96924;254709;10197;28941;67758;174318;77955;203259
330500;201806;5099;14616;4681;13986;675;2158;3281;9689;3956;11847
330510;201806;37960;104919;30833;94275;8340;25906;14195;43546;22535;69452
330513;201806;1164;3372;1013;3097;298;968;391;1166;689;2134
330515;201806;2733;7884;2262;7039;678;2204;829;2523;1507;4727
330520;201806;10385;30014;8794;27237;1569;5309;4335;12935;5904;18244
330530;201806;1545;4117;1210;3549;269;857;517;1446;786;2303
330540;201806;2774;7870;2227;6889;652;2073;758;2300;1410;4373
330550;201806;7636;23635;6483;21637;2384;8324;1628;5490;4012;13814
330555;201806;11389;29689;9714;27387;1473;4421;6350;17970;7823;22391
330560;201806;4206;12006;3559;10799;473;1519;2078;6125;2551;7644
330570;201806;2873;8343;2413;7529;474;1569;1331;4094;1805;5663
330575;201806;5324;14404;4639;13208;442;1418;3392;9331;3834;10749
330580;201806;11938;35141;9520;30554;2414;8232;3807;11885;6221;20117
330590;201806;1535;4386;1357;4152;156;482;960;2963;1116;3445
330600;201806;11070;31683;8857;27697;1351;4494;4529;14077;5880;18571
330610;201806;8717;25490;7545;23625;903;3299;4706;14291;5609;17590
330615;201806;1639;5235;1432;4934;399;1506;728;2473;1127;3979
330620;201806;3561;11397;2976;10284;961;3547;790;2592;1751;6139
330630;201806;23826;64723;18979;56406;2074;7179;12114;34405;14188;41584
350010;201806;1937;5434;1024;3355;242;828;95;243;337;1071
350020;201806;639;1725;345;1127;32;111;151;454;183;565
350030;201806;3874;11560;2926;9690;756;2657;870;2775;1626;5432
350040;201806;599;1888;385;1376;75;298;105;334;180;632
350050;201806;896;2547;661;2082;147;531;188;473;335;1004
350055;201806;744;2016;626;1841;49;160;483;1398;532;1558
350060;201806;115;340;90;297;18;65;39;131;57;196
350070;201806;3917;10801;2390;7715;443;1476;710;2056;1153;3532
350075;201806;610;1955;461;1625;187;683;55;174;242;857
350080;201806;683;1868;419;1315;47;161;178;522;225;683
350090;201806;637;1583;362;1055;88;259;107;300;195;559
350100;201806;2092;5893;1400;4601;183;716;646;1970;829;2686
350110;201806;421;1232;315;1014;24;86;193;609;217;695
350115;201806;1290;3891;1065;3387;191;664;508;1466;699;2130
350120;201806;798;2110;474;1439;59;164;255;789;314;953
350130;201806;3251;9186;2656;7998;365;1173;1391;3958;1756;5131
350140;201806;590;1898;474;1671;36;175;256;838;292;1013
350150;201806;520;1619;440;1462;128;434;127;407;255;841
350160;201806;10469;27011;6773;20260;904;3116;3712;10283;4616;13399
350170;201806;1574;4971;1224;4153;250;881;365;1186;615;2067
350180;201806;1148;2999;633;1931;132;436;227;657;359;1093
350190;201806;2959;8788;2156;7075;463;1694;778;2097;1241;3791
350200;201806;373;1096;317;994;22;70;222;669;244;739
350210;201806;5220;12892;3479;10007;685;2038;1722;4806;2407;6844
350220;201806;2372;7109;1848;5950;379;1346;712;2068;1091;3414
350230;201806;886;2618;771;2414;163;533;371;1151;534;1684
350240;201806;675;2016;465;1530;78;261;159;509;237;770
350250;201806;2244;7265;1790;6422;618;2383;367;1386;985;3769
350260;201806;822;2129;533;1576;75;219;274;792;349;1011
350270;201806;4555;13193;3685;11387;619;2086;1764;5068;2383;7154
350275;201806;2132;6325;1759;5654;372;1267;825;2543;1197;3810
350280;201806;20096;46941;12267;33944;2264;6650;4024;10744;6288;17394
350290;201806;3009;8854;2082;6915;389;1400;791;2530;1180;3930
350300;201806;658;1904;471;1485;100;324;167;488;267;812
350310;201806;809;2521;682;2230;84;323;291;884;375;1207
350315;201806;539;1540;381;1229;50;192;142;406;192;598
350320;201806;11655;33029;9388;28895;2502;8177;2249;6913;4751;15090
350330;201806;14897;38267;10184;28521;1304;3859;5574;14696;6878;18555
350335;201806;370;1077;307;966;20;62;217;688;237;750
350340;201806;1059;2875;662;2129;123;436;218;678;341;1114
350350;201806;719;2054;581;1876;97;327;263;825;360;1152
350360;201806;937;2991;785;2639;216;710;280;940;496;1650
350370;201806;591;1654;407;1255;115;355;81;224;196;579
350380;201806;4688;13064;3174;10147;778;2574;861;2716;1639;5290
350390;201806;9494;27350;7798;24209;2086;6697;2897;8713;4983;15410
350395;201806;406;1066;197;649;23;79;57;163;80;242
350400;201806;7599;20467;5528;16776;1419;4639;1573;4505;2992;9144
350410;201806;9053;27100;6719;22431;1610;5924;1910;5865;3520;11789
350420;201806;606;1805;456;1513;84;327;82;239;166;566
350430;201806;695;2004;574;1786;71;265;344;993;415;1258
350440;201806;1473;4225;1197;3685;185;625;683;2040;868;2665
350450;201806;6548;19619;5248;17061;1187;4114;1743;5353;2930;9467
350460;201806;1512;3934;810;2520;137;487;206;571;343;1058
350470;201806;222;578;183;507;7;23;124;324;131;347
350480;201806;821;2290;544;1726;101;354;77;203;178;557
350490;201806;1721;5005;1318;4237;290;957;440;1320;730;2277
350500;201806;601;1724;495;1530;90;316;249;743;339;1059
350510;201806;1100;3111;809;2531;99;348;412;1206;511;1554
350520;201806;1870;6336;1455;5367;258;1061;512;1757;770;2818
350530;201806;2343;6427;1772;5260;403;1279;696;1919;1099;3198
350535;201806;1382;4048;1225;3818;127;476;848;2574;975;3050
350540;201806;1618;4349;1194;3609;235;773;544;1642;779;2415
350550;201806;9222;23237;6190;18226;781;2655;2974;8193;3755;10848
350560;201806;3583;10923;2957;9616;314;1093;1777;5622;2091;6715
350570;201806;19478;58491;16353;52304;3999;13818;6942;21104;10941;34922
350580;201806;1726;5165;1024;3428;207;699;117;315;324;1014
350590;201806;4260;12374;3139;9890;613;2206;1475;4215;2088;6421
350600;201806;38670;95373;24896;69407;3427;10568;11729;29877;15156;40445
350610;201806;6629;19016;4981;15772;1042;3503;2030;6259;3072;9762
350620;201806;380;1047;274;887;32;120;131;408;163;528
350630;201806;1523;4204;1114;3414;96;336;596;1706;692;2042
350635;201806;6836;18609;5258;15961;1069;3602;2553;7336;3622;10938
350640;201806;818;2410;479;1559;68;249;153;431;221;680
350650;201806;8014;22641;5202;16513;1028;3499;1460;4293;2488;7792
350660;201806;4678;13065;3680;11299;718;2306;1707;5249;2425;7555
350670;201806;1580;4692;1400;4387;243;765;776;2451;1019;3216
350680;201806;1060;3005;728;2352;142;500;306;975;448;1475
350690;201806;1042;3085;782;2558;146;517;361;1120;507;1637
350700;201806;4223;11886;3087;9942;686;2441;1351;4066;2037;6507
350710;201806;2631;7747;2250;7028;304;1070;1283;3842;1587;4912
350715;201806;802;2351;686;2115;83;320;370;1023;453;1343
350720;201806;154;422;127;378;25;76;47;134;72;210
350730;201806;452;1468;357;1269;61;242;164;549;225;791
350740;201806;1603;4706;1063;3484;187;641;255;768;442;1409
350745;201806;579;1650;343;1096;38;130;139;384;177;514
350750;201806;8901;25731;7200;22453;1401;4965;2689;7410;4090;12375
350760;201806;13110;35265;9619;29225;2558;8333;2360;6340;4918;14673
350770;201806;673;1859;472;1458;61;200;285;863;346;1063
350775;201806;632;1659;486;1415;61;192;210;608;271;800
350780;201806;1869;5233;1416;4416;326;1113;374;1282;700;2395
350790;201806;1677;4892;1106;3748;219;810;173;505;392;1315
350800;201806;3110;9798;2790;9170;470;1679;1416;4508;1886;6187
350810;201806;2111;5676;1794;5250;327;998;991;3008;1318;4006
350820;201806;751;1897;427;1272;52;159;184;497;236;656
350830;201806;866;2537;505;1696;63;219;146;434;209;653
350840;201806;2618;8318;2002;7085;565;2172;620;2037;1185;4209
350850;201806;6118;18631;4792;15944;1316;4584;1411;4617;2727;9201
350860;201806;3152;9167;2871;8731;129;501;2180;6516;2309;7017
350870;201806;2748;8169;2082;7048;392;1514;1043;3421;1435;4935
350880;201806;1288;4038;1037;3443;236;792;312;1017;548;1809
350890;201806;662;1791;409;1260;50;170;130;328;180;498
350900;201806;5972;17455;4025;13295;1255;4538;486;1463;1741;6001
350910;201806;838;2299;720;2071;132;442;443;1221;575;1663
350920;201806;11793;31289;10096;28433;606;1986;7786;21016;8392;23002
350925;201806;4523;13220;3330;10915;717;2410;1174;3476;1891;5886
350930;201806;1398;3841;963;2959;139;447;446;1286;585;1733
350940;201806;1941;5810;1615;5173;230;815;940;2919;1170;3734
350945;201806;908;2695;699;2270;124;442;300;903;424;1345
350950;201806;77806;217334;61386;182837;9612;31431;33492;93905;43104;125336
350960;201806;5131;15221;4104;13225;697;2608;2165;6536;2862;9144
350970;201806;3710;11882;2897;10024;930;3467;400;1187;1330;4654
350980;201806;586;1793;487;1578;172;564;156;503;328;1067
350990;201806;1779;5484;1365;4707;353;1356;432;1371;785;2727
350995;201806;797;2581;716;2401;57;240;449;1431;506;1671
351000;201806;2586;7191;1937;5932;390;1328;565;1591;955;2919
351010;201806;312;840;180;565;21;70;86;257;107;327
351015;201806;697;2265;572;2024;93;374;257;859;350;1233
351020;201806;8696;25143;6995;22341;1305;4386;3862;12142;5167;16528
351030;201806;2493;7861;2026;6796;308;1193;1001;3162;1309;4355
351040;201806;4380;11863;3745;10839;262;934;2853;7947;3115;8881
351050;201806;16261;41979;11040;33350;2462;8027;3933;11650;6395;19677
351060;201806;41859;111553;32920;96076;4865;15307;19719;55753;24584;71060
351070;201806;1393;3699;815;2632;231;792;86;268;317;1060
351080;201806;2563;7146;1937;6324;421;1516;908;2779;1329;4295
351090;201806;367;1144;258;928;49;185;56;210;105;395
351100;201806;2496;7128;1627;5147;391;1317;368;1184;759;2501
351110;201806;5469;14686;3643;11270;823;2810;1229;3437;2052;6247
351120;201806;708;1953;491;1528;79;254;189;546;268;800
351130;201806;1011;2713;489;1637;88;313;91;279;179;592
351140;201806;1671;5313;1271;4461;334;1265;314;987;648;2252
351150;201806;1752;5472;1106;3891;219;821;208;632;427;1453
351160;201806;1125;3771;928;3315;207;795;301;949;508;1744
351170;201806;1360;4081;1188;3709;144;497;711;2088;855;2585
351190;201806;807;2495;607;1991;111;351;209;650;320;1001
351200;201806;1691;4401;1307;3787;89;286;774;2130;863;2416
351210;201806;1392;3555;858;2511;97;332;446;1167;543;1499
351220;201806;3079;9415;2701;8698;399;1335;1570;4978;1969;6313
351230;201806;1809;5249;1366;4437;283;1051;569;1649;852;2700
351240;201806;1732;4756;1139;3468;235;763;490;1367;725;2130
351250;201806;1055;3004;609;1983;82;288;206;656;288;944
351260;201806;911;2601;730;2238;198;592;210;635;408;1227
351270;201806;336;1046;287;942;59;232;142;400;201;632
351280;201806;4226;11895;3339;10125;601;2007;1506;4298;2107;6305
351290;201806;991;2698;675;2092;121;382;278;833;399;1215
351300;201806;14079;41165;9969;32956;2223;7850;3327;10935;5550;18785
351310;201806;2975;8366;2308;7174;284;1047;1312;3773;1596;4820
351320;201806;900;2848;706;2359;121;431;236;749;357;1180
351330;201806;1039;3831;975;3722;51;129;831;3276;882;3405
351340;201806;6164;18863;5002;16699;1371;4727;1842;6173;3213;10900
351350;201806;10478;28780;8918;26063;1177;3685;6123;17264;7300;20949
351360;201806;3896;11211;3314;10210;794;2698;1093;3088;1887;5786
351370;201806;2229;6622;1548;5104;377;1299;500;1467;877;2766
351380;201806;42019;110454;32477;93055;5720;17214;16206;45055;21926;62269
351385;201806;274;747;173;539;30;82;54;165;84;247
351390;201806;1345;3564;891;2865;153;591;469;1380;622;1971
351400;201806;946;2852;771;2472;172;574;345;1072;517;1646
351410;201806;2303;6813;1801;5815;316;1044;833;2640;1149;3684
351420;201806;318;835;186;575;38;116;64;188;102;304
351430;201806;759;2285;691;2154;70;249;511;1569;581;1818
351440;201806;3245;9106;2237;6919;417;1409;488;1251;905;2660
351450;201806;1584;4331;1148;3527;241;789;256;746;497;1535
