ibge;anomes;cadunico_tot_fam;cadunico_tot_pes;cadunico_tot_fam_rpc_ate_meio_sm;cadunico_tot_pes_rpc_ate_meio_sm;cadunico_tot_fam_pob;cadunico_tot_pes_pob;cadunico_tot_fam_ext_pob;cadunico_tot_pes_ext_pob;cadunico_tot_fam_pob_e_ext_pob;cadunico_tot_pes_pob_e_ext_pob
250860;201801;3175;9920;2653;8987;477;1724;1327;4556;1804;6280
250870;201801;1071;3000;919;2713;33;117;740;2163;773;2280
250880;201801;1520;4075;1246;3668;154;452;815;2449;969;2901
250890;201801;9338;26705;8737;25860;683;2588;6900;19768;7583;22356
250900;201801;2694;8275;2353;7620;100;368;1892;6018;1992;6386
250905;201801;2108;6350;2005;6213;85;327;1752;5381;1837;5708
250910;201801;5074;14027;4597;13387;143;532;3928;11384;4071;11916
250915;201801;1794;4611;1395;4194;25;52;1292;3965;1317;4017
250920;201801;3179;8802;2944;8425;334;901;2127;6052;2461;6953
250930;201801;2043;5854;1891;5632;93;355;1554;4526;1647;4881
250933;201801;1106;3520;989;3283;44;213;707;2262;751;2475
250937;201801;690;1993;577;1785;34;123;426;1296;460;1419
250939;201801;1621;4559;1431;4267;42;176;1169;3397;1211;3573
250940;201801;3723;10667;3456;10245;52;205;3096;9185;3148;9390
250950;201801;1458;4090;1224;3783;33;135;1058;3267;1091;3402
250960;201801;1050;3258;969;3126;32;135;788;2492;820;2627
250970;201801;8387;22625;7201;20724;453;1494;5357;15158;5810;16652
250980;201801;2510;7127;2289;6717;62;263;1851;5264;1913;5527
250990;201801;1917;6245;1682;5740;101;459;1232;4086;1333;4545
251000;201801;2091;5978;1743;5418;44;200;1446;4437;1490;4637
251010;201801;2620;7551;2359;7139;39;145;2110;6375;2149;6520
251020;201801;1676;4567;1543;4403;48;153;1415;4021;1463;4174
251030;201801;1004;2815;882;2571;46;154;616;1742;662;1896
251040;201801;1767;5329;1545;4943;58;283;1242;3859;1300;4142
251050;201801;1091;3063;895;2684;89;292;629;1809;718;2101
251060;201801;1022;2275;752;1922;17;78;605;1499;622;1577
251065;201801;454;1294;374;1186;17;72;257;760;274;832
251070;201801;724;2104;646;2003;16;65;550;1685;566;1750
251080;201801;19124;51043;16049;46470;2623;7937;9177;26889;11800;34826
251090;201801;2839;8436;2431;7657;82;314;1886;5852;1968;6166
251100;201801;871;2723;772;2549;36;172;542;1699;578;1871
251110;201801;1746;4938;1517;4496;59;176;1151;3368;1210;3544
251120;201801;6543;20514;5873;19535;360;1476;4476;14737;4836;16213
251130;201801;3683;9092;3340;8712;267;721;2932;7636;3199;8357
251140;201801;4307;12522;3952;12007;118;477;3258;9819;3376;10296
251150;201801;2665;8064;2438;7714;145;615;1920;5902;2065;6517
251160;201801;1936;6123;1792;5906;88;294;1554;5154;1642;5448
251170;201801;1489;4313;1378;4184;40;147;1248;3795;1288;3942
251180;201801;2495;7274;2187;6808;226;771;1436;4431;1662;5202
251190;201801;4409;11880;4166;11587;80;300;3774;10316;3854;10616
251200;201801;4011;12638;3740;12303;86;348;3351;11082;3437;11430
251203;201801;944;3137;902;3048;33;154;686;2264;719;2418
251207;201801;1022;3058;838;2716;22;122;586;1836;608;1958
251210;201801;7537;20397;6273;18782;337;1010;4979;15045;5316;16055
251220;201801;1164;2972;930;2651;45;115;732;2116;777;2231
251230;201801;4623;12889;4101;12171;169;604;3450;10032;3619;10636
251240;201801;3431;9876;2962;9200;207;683;2207;6722;2414;7405
251250;201801;10019;28347;9079;26959;849;2748;6503;18795;7352;21543
251260;201801;457;1427;411;1346;13;57;314;1011;327;1068
251270;201801;4130;13164;3727;12646;122;555;3180;10803;3302;11358
251272;201801;1287;3592;1201;3470;38;144;1066;3054;1104;3198
251274;201801;896;2645;742;2368;50;214;503;1516;553;1730
251275;201801;1236;3542;1104;3318;46;188;832;2378;878;2566
251276;201801;1159;3344;1081;3236;53;234;892;2606;945;2840
251278;201801;595;1791;523;1652;49;181;353;1105;402;1286
251280;201801;2240;6438;2048;6121;57;263;1650;4761;1707;5024
251290;201801;5521;14638;5211;14240;341;1232;4319;11411;4660;12643
251300;201801;754;2412;708;2336;14;64;592;1933;606;1997
251310;201801;2786;8195;2548;7838;96;450;2048;6119;2144;6569
251315;201801;1641;5340;1525;5142;93;332;1185;3955;1278;4287
251320;201801;1725;4641;1231;3813;54;195;865;2655;919;2850
251330;201801;1860;4710;1532;4302;41;160;1383;3852;1424;4012
251335;201801;1088;3506;992;3354;54;231;774;2549;828;2780
251340;201801;3468;9413;2916;8679;128;437;2226;6529;2354;6966
251350;201801;1105;3406;1019;3262;37;162;830;2576;867;2738
251360;201801;1774;5345;1468;4926;26;115;1268;4283;1294;4398
251365;201801;717;2101;583;1810;12;53;451;1388;463;1441
251370;201801;22663;66752;21452;65093;2097;6931;15944;47970;18041;54901
251380;201801;1283;3824;1105;3530;24;115;930;2873;954;2988
251385;201801;716;1882;565;1619;22;68;409;1116;431;1184
251390;201801;5929;18869;5196;17500;1048;3709;2671;8896;3719;12605
251392;201801;1001;2836;862;2606;41;167;639;1871;680;2038
251394;201801;629;2005;543;1855;28;127;410;1371;438;1498
251396;201801;750;2086;643;1911;39;103;439;1286;478;1389
251398;201801;917;2501;702;2126;26;108;500;1454;526;1562
251400;201801;1119;3067;929;2799;44;158;678;1973;722;2131
251410;201801;1606;3954;1318;3524;27;101;1096;2847;1123;2948
251420;201801;1874;5203;1573;4848;64;270;1225;3681;1289;3951
251430;201801;1527;4989;1379;4742;42;220;1188;4019;1230;4239
251440;201801;1129;3319;919;2910;26;99;728;2295;754;2394
251445;201801;1530;4519;1436;4394;79;313;1159;3452;1238;3765
251450;201801;4393;13539;4004;12994;89;402;3349;10767;3438;11169
251455;201801;1005;3123;894;2908;54;235;659;2095;713;2330
251460;201801;842;2522;757;2389;29;114;626;1995;655;2109
251465;201801;435;1351;365;1191;15;69;275;883;290;952
251470;201801;1132;3210;882;2681;81;255;546;1619;627;1874
251480;201801;920;2529;792;2318;27;116;590;1662;617;1778
251490;201801;1821;5152;1531;4737;119;400;1028;3135;1147;3535
251500;201801;1759;5399;1662;5224;83;334;1398;4318;1481;4652
251510;201801;2472;7962;2205;7405;216;830;1387;4558;1603;5388
251520;201801;946;2568;734;2144;84;224;459;1325;543;1549
251530;201801;12783;33282;11299;31333;189;876;9960;27110;10149;27986
251540;201801;2789;8588;2553;8146;115;444;2026;6354;2141;6798
251550;201801;3547;8934;2872;8066;76;256;2389;6677;2465;6933
251560;201801;606;1886;548;1794;93;335;327;1018;420;1353
251570;201801;938;2739;768;2397;23;94;561;1691;584;1785
251580;201801;1855;4839;1645;4547;153;419;1281;3500;1434;3919
251590;201801;1544;4260;1372;4044;56;182;1110;3233;1166;3415
251593;201801;973;2914;891;2791;112;375;544;1655;656;2030
251597;201801;1956;5824;1868;5708;30;117;1702;5155;1732;5272
251600;201801;6419;18118;5817;17199;212;706;4843;14142;5055;14848
251610;201801;3305;9578;2879;8796;321;926;1971;6085;2292;7011
251615;201801;1141;3093;920;2718;25;117;681;1929;706;2046
251620;201801;16767;41587;13949;38249;288;728;11669;33470;11957;34198
251630;201801;4592;11387;3769;10242;219;616;2853;7686;3072;8302
251640;201801;2074;6156;1894;5815;68;294;1599;4799;1667;5093
251650;201801;4039;11093;3608;10534;166;578;3063;8868;3229;9446
251660;201801;3441;10670;3060;9989;92;454;2536;8088;2628;8542
251670;201801;4342;12503;3840;11835;39;183;3533;10910;3572;11093
251675;201801;692;2090;634;2014;98;340;403;1257;501;1597
251680;201801;2665;7483;2186;6773;59;222;1766;5438;1825;5660
251690;201801;3291;9523;2883;8743;84;290;2104;6243;2188;6533
251700;201801;1874;5930;1749;5767;80;380;1460;4703;1540;5083
251710;201801;830;2199;562;1633;56;200;288;804;344;1004
251720;201801;1384;4075;1156;3645;35;151;878;2684;913;2835
251740;201801;689;1925;545;1672;40;138;369;1089;409;1227
260005;201801;26725;61075;22037;54749;2760;6844;14740;36334;17500;43178
260010;201801;9734;25981;8107;23640;591;1762;5060;15064;5651;16826
260020;201801;6556;16489;5521;14978;147;604;4595;12252;4742;12856
260030;201801;6232;17086;5386;15774;267;905;4217;12321;4484;13226
260040;201801;8350;22436;6916;20420;684;1946;4790;14434;5474;16380
260050;201801;11688;34212;10636;32957;433;1433;9139;28781;9572;30214
260060;201801;3862;10477;3341;9601;259;713;2508;7249;2767;7962
260070;201801;9836;26955;8722;25230;702;2330;6362;18079;7064;20409
260080;201801;6432;15585;5609;14382;199;600;4581;11459;4780;12059
260090;201801;5167;13549;4699;12926;581;1558;3430;9553;4011;11111
260100;201801;3224;8737;2744;8062;127;463;2236;6524;2363;6987
260105;201801;5186;14001;4664;13273;127;530;3937;10933;4064;11463
260110;201801;22233;59594;20132;56906;1032;3143;17182;48321;18214;51464
260120;201801;13528;38282;11682;35292;1851;5696;6875;21334;8726;27030
260130;201801;3080;8392;2815;7969;269;803;2068;5763;2337;6566
260140;201801;12885;30827;10983;28448;596;1688;9012;23360;9608;25048
260150;201801;3365;8556;2897;7979;163;533;2385;6485;2548;7018
260160;201801;5871;17135;5037;16027;136;617;4304;13781;4440;14398
260170;201801;17263;45947;15576;43564;1396;3778;11896;33446;13292;37224
260180;201801;3288;9505;2954;9019;156;555;2478;7482;2634;8037
260190;201801;16914;37072;14816;34586;249;743;12945;29691;13194;30434
260200;201801;11205;27663;9860;25984;376;1090;8665;22711;9041;23801
260210;201801;11929;34784;10292;32136;394;1549;8286;25785;8680;27334
260220;201801;9734;25596;9208;24932;260;895;8300;22214;8560;23109
260230;201801;9987;26752;8819;25115;370;1258;7042;19866;7412;21124
260240;201801;2838;8401;2468;7828;209;704;1860;5898;2069;6602
260250;201801;2179;5994;1897;5585;79;277;1530;4403;1609;4680
260260;201801;12285;33969;10842;31777;555;1990;8455;24441;9010;26431
260270;201801;3587;10083;3268;9622;195;830;2519;7167;2714;7997
260280;201801;12985;40493;11863;38877;556;2095;10083;32976;10639;35071
260290;201801;35306;98356;31734;92710;4453;13577;19976;57805;24429;71382
260300;201801;9064;26245;7995;24683;284;1247;6443;19803;6727;21050
260310;201801;4437;12545;3982;11894;554;1542;2730;8419;3284;9961
260320;201801;7397;22400;6654;21117;288;1025;5415;17065;5703;18090
260330;201801;2527;8016;2308;7571;95;368;1811;5808;1906;6176
260340;201801;1965;5451;1739;5132;35;139;1516;4425;1551;4564
260345;201801;23294;66607;20593;62291;4455;14514;8999;26363;13454;40877
260350;201801;4965;12860;4514;12252;141;489;3919;10516;4060;11005
260360;201801;2484;6802;2243;6369;85;369;1545;4295;1630;4664
260370;201801;5467;16374;4779;15163;259;1040;3608;11298;3867;12338
260380;201801;4859;15211;4273;14267;237;924;3141;10384;3378;11308
260390;201801;4185;13089;3625;11954;265;969;2481;8054;2746;9023
260392;201801;3443;11099;3130;10683;167;865;2578;8653;2745;9518
260400;201801;14807;38495;13238;36310;1112;3409;9812;26386;10924;29795
260410;201801;61115;164555;50310;148598;11605;36353;20722;62885;32327;99238
260415;201801;3775;11192;3281;10250;142;644;2355;7072;2497;7716
260420;201801;12611;27840;10935;25956;177;569;9932;23320;10109;23889
260430;201801;2873;9017;2484;8271;159;621;1722;5669;1881;6290
260440;201801;3455;9795;3025;9022;199;742;2276;6595;2475;7337
260450;201801;5328;14372;4927;13873;185;549;4261;12022;4446;12571
260460;201801;5363;16842;4774;15706;641;2377;2775;8903;3416;11280
260470;201801;4816;13263;4154;12506;107;278;3699;11430;3806;11708
260480;201801;4204;11358;3550;10426;366;1210;2365;7063;2731;8273
260490;201801;5076;12702;4449;11642;111;412;3831;9741;3942;10153
260500;201801;6044;16275;5124;14907;576;1619;3386;10003;3962;11622
260510;201801;9358;23385;8122;21735;238;780;7183;19029;7421;19809
260515;201801;4519;13120;3457;11041;174;628;2247;7075;2421;7703
260520;201801;17315;42254;15662;40070;1159;3042;12474;31682;13633;34724
260530;201801;9382;28184;8193;26307;249;1129;6901;21959;7150;23088
260540;201801;6224;14781;5578;14045;533;1097;4644;12009;5177;13106
260545;201801;46;140;24;94;6;22;4;17;10;39
260550;201801;2851;8676;2378;7712;212;836;1429;4555;1641;5391
260560;201801;6171;16008;5351;14855;140;587;4547;12413;4687;13000
260570;201801;7095;21192;6408;20190;596;1943;4918;15535;5514;17478
260580;201801;3956;10359;3550;9760;51;213;3182;8638;3233;8851
260590;201801;6621;16012;5765;15035;257;706;4930;12907;5187;13613
260600;201801;29605;81364;25022;74258;1442;5098;18392;53855;19834;58953
260610;201801;6487;18477;6022;17807;515;1634;4489;13180;5004;14814
260620;201801;14814;43145;13865;41635;2023;6670;8898;26181;10921;32851
260630;201801;2349;6449;1968;5868;47;212;1633;4819;1680;5031
260640;201801;18428;46609;16384;44116;1261;3775;12420;33122;13681;36897
260650;201801;5457;16133;4677;14905;200;851;3845;12150;4045;13001
260660;201801;7495;20169;6543;18961;189;789;5565;15855;5754;16644
260670;201801;2273;5945;1877;5368;101;292;1348;3835;1449;4127
260680;201801;23318;61239;20011;56133;2691;7725;11438;31896;14129;39621
260690;201801;3604;9566;3005;8625;120;386;2411;6875;2531;7261
260700;201801;5795;17254;5592;17022;23;40;5452;16774;5475;16814
260710;201801;1323;3621;1237;3506;64;208;903;2621;967;2829
260720;201801;19388;56396;17533;53498;3041;9406;10242;31264;13283;40670
260730;201801;7017;21683;6315;20676;405;1575;5096;16388;5501;17963
260740;201801;1310;3804;1156;3550;25;87;959;2950;984;3037
260750;201801;6996;19920;6003;18650;155;460;5377;16968;5532;17428
260760;201801;5255;13221;4633;12457;220;672;3776;10203;3996;10875
260765;201801;7534;24218;6797;23094;819;3356;4474;14824;5293;18180
260770;201801;3755;10025;3288;9247;108;357;2582;7204;2690;7561
260775;201801;5068;14264;4635;13631;304;1163;3451;9846;3755;11009
260780;201801;3663;11276;3324;10673;446;1594;2083;6536;2529;8130
260790;201801;112133;269116;97623;249232;17543;44915;56440;143705;73983;188620
260795;201801;3102;8641;2707;8040;159;527;2027;6050;2186;6577
260800;201801;5461;13125;4979;12465;113;389;4459;10820;4572;11209
260805;201801;3616;10770;3061;9818;224;839;2117;6720;2341;7559
260810;201801;6448;18126;5944;17180;548;1603;4385;12494;4933;14097
260820;201801;4201;10944;3710;10231;329;1146;2674;7133;3003;8279
260825;201801;2846;8887;2500;8286;132;550;1859;6090;1991;6640
260830;201801;4075;12432;3450;11242;478;1473;2260;7502;2738;8975
260840;201801;4169;11587;3671;10860;188;582;2991;8783;3179;9365
260845;201801;4041;11342;3754;10829;306;889;2763;7946;3069;8835
260850;201801;4936;14943;4300;13635;557;1865;2452;7642;3009;9507
260860;201801;3554;10370;3019;9369;122;478;2364;7187;2486;7665
260870;201801;4338;11014;3776;10301;132;485;3262;8730;3394;9215
260875;201801;6428;17443;5500;15976;772;2261;3487;10243;4259;12504
260880;201801;9857;28298;8753;26477;412;1306;7021;21347;7433;22653
260890;201801;13068;35974;11860;34186;926;3029;8556;24221;9482;27250
260900;201801;5495;16563;4722;15164;341;1341;3139;9874;3480;11215
260910;201801;3108;8966;2760;8389;126;444;2100;6336;2226;6780
260915;201801;4871;15059;4365;14438;62;336;3961;13120;4023;13456
260920;201801;3265;9438;2935;9007;124;441;2467;7660;2591;8101
260930;201801;3676;11978;3272;11274;222;866;2455;8445;2677;9311
260940;201801;14339;35956;12727;33563;1128;3233;9111;23591;10239;26824
260950;201801;6489;19128;5390;16980;744;2513;2717;8181;3461;10694
260960;201801;60666;152035;51163;138410;8176;23518;28418;75758;36594;99276
260970;201801;4988;14292;4509;13673;196;592;3546;10892;3742;11484
260980;201801;4199;12971;3849;12531;78;341;3467;11290;3545;11631
260990;201801;17355;50929;15245;48041;958;3405;11720;36856;12678;40261
261000;201801;15741;40430;13057;36592;1036;3241;8891;25078;9927;28319
261010;201801;2466;6673;2226;6365;77;186;1999;5763;2076;5949
261020;201801;6362;17951;5499;16358;426;1387;4101;11868;4527;13255
261030;201801;3997;11552;3475;10701;227;677;2700;8316;2927;8993
261040;201801;5112;15896;4285;14166;292;1111;3043;9857;3335;10968
261050;201801;7453;20945;6823;19876;682;1950;4618;13494;5300;15444
261060;201801;12771;34790;11502;32937;777;2447;8937;25330;9714;27777
261070;201801;54652;127117;46616;116121;4135;10258;33155;81979;37290;92237
261080;201801;5795;15776;5455;15293;228;643;4849;13652;5077;14295
261090;201801;16750;43676;15228;41638;558;1825;12920;35019;13478;36844
261100;201801;8006;24116;7044;22569;818;2713;4691;15279;5509;17992
261110;201801;59822;175212;51936;162588;12295;40292;23367;74719;35662;115011
261120;201801;3784;9787;3272;9162;73;230;2916;8205;2989;8435
261130;201801;7424;18165;6642;17232;163;469;5872;15159;6035;15628
261140;201801;3324;8453;2977;7955;257;740;2236;5919;2493;6659
261150;201801;5258;14582;4657;13656;162;599;3928;11421;4090;12020
261153;201801;1971;5895;1685;5429;86;348;1172;3738;1258;4086
261160;201801;202880;508013;176404;470793;44404;123261;71937;196052;116341;319313
261170;201801;5626;14763;5118;14027;282;783;4104;11174;4386;11957
261180;201801;9786;25964;8795;24626;676;2123;6229;17256;6905;19379
261190;201801;4902;14828;4476;14241;394;1543;3225;10009;3619;11552
261200;201801;3493;8329;3078;7810;253;686;2431;6098;2684;6784
261210;201801;1885;4773;1675;4474;70;214;1468;3906;1538;4120
261220;201801;13479;40127;11307;35854;1589;5436;6300;19835;7889;25271
261230;201801;4679;13757;3977;12878;95;401;3350;10963;3445;11364
261240;201801;4942;13462;4399;12605;342;953;3432;9857;3774;10810
261245;201801;3482;10396;2991;9531;127;587;2345;7222;2472;7809
261247;201801;2996;9142;2547;8319;158;609;1809;5862;1967;6471
261250;201801;19189;48097;16849;45272;2986;7736;10708;29965;13694;37701
261255;201801;4011;12202;3526;11306;189;827;2716;8443;2905;9270
261260;201801;12552;34577;10976;32610;407;1520;9245;27455;9652;28975
261270;201801;3862;10871;3470;10259;238;816;2667;7679;2905;8495
261280;201801;2562;7491;2312;7066;99;405;1847;5504;1946;5909
261290;201801;2941;8109;2570;7630;129;473;2030;6061;2159;6534
261300;201801;11204;33796;9704;31073;752;2895;6713;21019;7465;23914
261310;201801;7136;20769;6421;19684;1283;4012;3746;11463;5029;15475
261320;201801;5824;17210;5181;16081;130;526;4273;13050;4403;13576
261330;201801;5702;15240;5293;14700;198;786;4575;12430;4773;13216
261340;201801;4025;12519;3562;11834;241;1027;2614;8620;2855;9647
261350;201801;8167;25274;7592;24334;172;863;6242;19636;6414;20499
261360;201801;8263;20988;7137;19404;377;1105;5711;15218;6088;16323
261370;201801;19398;54577;17615;51883;3363;10167;9954;29512;13317;39679
261380;201801;3948;12902;3634;12264;542;2020;2249;7449;2791;9469
261390;201801;16112;47835;14183;44575;1631;5561;8755;27442;10386;33003
261400;201801;4648;15469;4098;14301;197;898;2995;10249;3192;11147
261410;201801;9175;24439;7871;22360;581;1704;6195;17542;6776;19246
261420;201801;7085;23057;6661;22499;1160;4418;4171;13986;5331;18404
261430;201801;3480;10262;2954;9445;131;443;2374;7612;2505;8055
261440;201801;1525;4689;1346;4348;47;226;957;3001;1004;3227
261450;201801;13793;38901;12908;37665;356;1334;10998;31925;11354;33259
261460;201801;6979;19999;6437;19222;268;899;5580;16582;5848;17481
261470;201801;4143;10895;3734;10352;61;288;3097;8608;3158;8896
261480;201801;4458;14521;3947;13656;225;950;3016;10204;3241;11154
261485;201801;5020;14793;4379;13744;446;1616;2934;9028;3380;10644
261500;201801;5537;15045;4872;14154;422;1186;3523;10514;3945;11700
261510;201801;1833;5747;1608;5343;91;363;1200;4005;1291;4368
261520;201801;2588;8035;2425;7728;97;377;1646;5370;1743;5747
261530;201801;10589;33440;9244;30801;1458;5489;4261;14000;5719;19489
261540;201801;7408;22521;6733;21454;1213;3912;3886;12679;5099;16591
261550;201801;3575;9711;3182;9103;246;800;2351;6620;2597;7420
261560;201801;7335;22909;6499;21736;474;1961;4861;16173;5335;18134
261570;201801;3436;9784;2904;8920;246;877;1940;5855;2186;6732
261580;201801;6508;17767;5896;16864;160;692;5224;14727;5384;15419
261590;201801;2636;7013;2167;6316;104;317;1664;4887;1768;5204
261600;201801;5178;13647;4381;12478;384;1093;3008;8708;3392;9801
261610;201801;2466;6696;2087;6127;76;279;1643;4818;1719;5097
261618;201801;2485;6587;2230;6248;95;298;1836;5071;1931;5369
261620;201801;3930;11983;3664;11547;838;2502;2144;7062;2982;9564
261630;201801;6991;20010;5930;18074;537;1980;3624;10586;4161;12566
261640;201801;34938;82758;31288;78426;1842;4152;25244;65098;27086;69250
261650;201801;4039;10942;3600;10365;151;593;2701;7817;2852;8410
270010;201801;4289;15401;3899;14654;198;1078;3076;11336;3274;12414
270020;201801;3846;10163;3433;9618;231;797;2797;7600;3028;8397
270030;201801;35126;100955;31203;94618;4992;15254;19158;58662;24150;73916
270040;201801;10823;30786;9584;29262;595;2167;7717;23517;8312;25684
270050;201801;4790;12053;4192;11377;238;653;3615;9887;3853;10540
270060;201801;1900;5277;1700;5014;194;572;1222;3685;1416;4257
270070;201801;4482;13315;3976;12587;160;738;3326;10267;3486;11005
270080;201801;1337;3971;1125;3579;95;323;811;2516;906;2839
270090;201801;1993;6195;1771;5757;80;373;1379;4320;1459;4693
270100;201801;5539;15830;4940;14933;363;1341;3825;11327;4188;12668
270110;201801;3034;7933;2526;7377;201;609;1967;5887;2168;6496
270120;201801;3016;8273;2661;7832;80;328;2363;6911;2443;7239
270130;201801;5317;14656;4647;13895;309;1017;3722;11247;4031;12264
270135;201801;1918;4888;1673;4601;78;184;1496;4153;1574;4337
270140;201801;10423;24047;8540;21568;448;1734;6907;16490;7355;18224
270150;201801;2618;8199;2527;8088;28;100;2465;7887;2493;7987
270160;201801;5169;16169;4578;15427;125;646;3992;13318;4117;13964
270170;201801;3595;11043;3176;10458;315;1334;2234;7120;2549;8454
270180;201801;2261;7174;2073;6913;68;323;1764;5773;1832;6096
270190;201801;1732;5382;1606;5211;75;281;1324;4299;1399;4580
270200;201801;2520;7935;2235;7560;158;667;1646;5422;1804;6089
270210;201801;5279;13779;4639;13007;194;647;4093;11368;4287;12015
270220;201801;1298;3906;1150;3693;219;806;659;2058;878;2864
270230;201801;9850;29752;8485;27539;898;3509;5383;16895;6281;20404
270235;201801;5986;19033;5421;18085;276;1146;4347;14341;4623;15487
270240;201801;10547;29455;8746;27189;1211;4118;5906;18319;7117;22437
270250;201801;2890;7615;2608;7250;280;736;1998;5591;2278;6327
270255;201801;4707;13835;3653;11903;204;851;2597;8231;2801;9082
270260;201801;5626;17292;5298;16780;169;793;4564;14033;4733;14826
